date,hospital_id,ward_code,base_beds,effective_capacity,occupancy,overflow,admissions,discharges,staffing_index,avg_wait_minutes,admission_rate_per_bed,discharge_rate_per_bed,occupancy_rate
2024-10-29,1,MED,50,58,58,10,25,20,1.02,187,0.5,0.4,1.0
2024-10-30,1,MED,50,58,54,4,22,26,1.013,122,0.44,0.52,0.931
2024-10-31,1,MED,50,58,58,24,34,14,0.989,148,0.68,0.28,1.0
2024-11-01,1,MED,50,58,58,18,28,18,1.002,133,0.56,0.36,1.0
2024-11-02,1,MED,50,58,58,28,38,18,0.93,185,0.76,0.36,1.0
2024-11-03,1,MED,50,58,58,18,28,18,0.867,233,0.56,0.36,1.0
2024-11-04,1,MED,50,58,58,14,28,22,1.067,161,0.56,0.44,1.0
2024-11-05,1,MED,50,58,58,36,40,12,0.979,162,0.8,0.24,1.0
2024-11-06,1,MED,50,58,58,34,46,20,1.032,255,0.92,0.4,1.0
2024-11-07,1,MED,50,58,58,24,42,26,0.994,194,0.84,0.52,1.0
2024-11-08,1,MED,50,58,58,35,50,23,0.995,188,1.0,0.46,1.0
2024-11-09,1,MED,50,58,58,24,42,26,0.941,198,0.84,0.52,1.0
2024-11-10,1,MED,50,58,58,27,33,14,0.962,212,0.66,0.28,1.0
2024-11-11,1,MED,50,58,58,29,35,14,0.944,163,0.7,0.28,1.0
2024-11-12,1,MED,50,58,58,21,35,22,0.992,192,0.7,0.44,1.0
2024-11-13,1,MED,50,58,58,13,24,19,0.979,152,0.48,0.38,1.0
2024-11-14,1,MED,50,58,58,43,52,17,0.981,258,1.04,0.34,1.0
2024-11-15,1,MED,50,58,58,25,39,22,1.014,117,0.78,0.44,1.0
2024-11-16,1,MED,50,58,58,25,39,22,0.962,188,0.78,0.44,1.0
2024-11-17,1,MED,50,58,58,24,34,18,0.964,188,0.68,0.36,1.0
2024-11-18,1,MED,50,58,58,34,39,13,0.982,142,0.78,0.26,1.0
2024-11-19,1,MED,50,58,58,22,29,15,1.018,192,0.58,0.3,1.0
2024-11-20,1,MED,50,58,58,20,31,19,1.012,166,0.62,0.38,1.0
2024-11-21,1,MED,50,58,58,43,52,17,0.997,242,1.04,0.34,1.0
2024-11-22,1,MED,50,58,58,22,39,25,1.065,163,0.78,0.5,1.0
2024-11-23,1,MED,50,58,58,11,21,18,0.952,156,0.42,0.36,1.0
2024-11-24,1,MED,50,58,58,19,40,29,0.911,132,0.8,0.58,1.0
2024-11-25,1,MED,50,58,58,38,49,19,1.019,274,0.98,0.38,1.0
2024-11-26,1,MED,50,58,58,38,46,16,0.992,220,0.92,0.32,1.0
2024-11-27,1,MED,50,58,58,32,45,21,1.016,198,0.9,0.42,1.0
2024-11-28,1,MED,50,58,58,35,49,22,0.96,274,0.98,0.44,1.0
2024-11-29,1,MED,50,58,58,24,36,20,0.98,158,0.72,0.4,1.0
2024-11-30,1,MED,50,58,56,6,19,21,0.9,152,0.38,0.42,0.966
2024-12-01,1,MED,50,58,58,17,29,18,0.899,136,0.58,0.36,1.0
2024-12-02,1,MED,50,58,58,38,49,19,0.992,222,0.98,0.38,1.0
2024-12-03,1,MED,50,58,58,33,43,18,1.027,176,0.86,0.36,1.0
2024-12-04,1,MED,50,58,58,33,47,22,0.983,226,0.94,0.44,1.0
2024-12-05,1,MED,50,58,58,21,36,23,1.035,243,0.72,0.46,1.0
2024-12-06,1,MED,50,58,58,21,37,24,1.054,163,0.74,0.48,1.0
2024-12-07,1,MED,50,58,58,12,23,19,0.934,172,0.46,0.38,1.0
2024-12-08,1,MED,50,58,58,19,34,23,0.953,185,0.68,0.46,1.0
2024-12-09,1,MED,50,58,58,27,38,19,0.956,176,0.76,0.38,1.0
2024-12-10,1,MED,50,58,58,28,49,29,1.003,212,0.98,0.58,1.0
2024-12-11,1,MED,50,58,58,30,47,25,0.996,234,0.94,0.5,1.0
2024-12-12,1,MED,50,58,58,29,46,25,1.05,177,0.92,0.5,1.0
2024-12-13,1,MED,50,58,58,29,41,20,1.019,208,0.82,0.4,1.0
2024-12-14,1,MED,50,58,58,31,39,16,0.98,218,0.78,0.32,1.0
2024-12-15,1,MED,50,58,58,22,35,21,0.95,216,0.7,0.42,1.0
2024-12-16,1,MED,50,58,58,29,40,19,0.949,284,0.8,0.38,1.0
2024-12-17,1,MED,50,58,58,35,47,20,0.96,211,0.94,0.4,1.0
2024-12-18,1,MED,50,58,58,35,46,19,0.96,191,0.92,0.38,1.0
2024-12-19,1,MED,50,58,58,24,37,21,0.981,162,0.74,0.42,1.0
2024-12-20,1,MED,50,58,58,36,44,16,1.0,240,0.88,0.32,1.0
2024-12-21,1,MED,50,58,58,26,35,17,0.969,214,0.7,0.34,1.0
2024-12-22,1,MED,50,58,58,22,34,20,0.922,161,0.68,0.4,1.0
2024-12-23,1,MED,50,58,58,32,44,20,0.987,195,0.88,0.4,1.0
2024-12-24,1,MED,50,58,58,24,31,15,1.031,194,0.62,0.3,1.0
2024-12-25,1,MED,50,58,58,53,63,18,1.018,225,1.26,0.36,1.0
2024-12-26,1,MED,50,58,58,29,41,20,1.005,197,0.82,0.4,1.0
2024-12-27,1,MED,50,58,58,31,36,13,1.019,196,0.72,0.26,1.0
2024-12-28,1,MED,50,58,58,28,35,15,0.936,193,0.7,0.3,1.0
2024-12-29,1,MED,50,58,58,30,44,22,0.938,228,0.88,0.44,1.0
2024-12-30,1,MED,50,58,58,35,53,26,0.99,212,1.06,0.52,1.0
2024-12-31,1,MED,50,58,58,18,31,21,1.032,125,0.62,0.42,1.0
2025-01-01,1,MED,50,58,58,17,33,24,0.935,181,0.66,0.48,1.0
2025-01-02,1,MED,50,58,58,38,47,17,1.032,219,0.94,0.34,1.0
2025-01-03,1,MED,50,58,58,25,40,23,1.014,141,0.8,0.46,1.0
2025-01-04,1,MED,50,58,58,12,24,20,0.958,145,0.48,0.4,1.0
2025-01-05,1,MED,50,58,58,19,28,17,0.951,182,0.56,0.34,1.0
2025-01-06,1,MED,50,58,58,29,45,24,0.979,163,0.9,0.48,1.0
2025-01-07,1,MED,50,58,58,30,45,23,0.939,224,0.9,0.46,1.0
2025-01-08,1,MED,50,58,58,24,32,16,1.015,198,0.64,0.32,1.0
2025-01-09,1,MED,50,58,58,36,52,24,0.982,242,1.04,0.48,1.0
2025-01-10,1,MED,50,58,58,33,38,13,1.012,254,0.76,0.26,1.0
2025-01-11,1,MED,50,58,58,13,29,24,0.936,199,0.58,0.48,1.0
2025-01-12,1,MED,50,58,58,38,48,18,0.922,218,0.96,0.36,1.0
2025-01-13,1,MED,50,58,58,27,46,27,1.009,144,0.92,0.54,1.0
2025-01-14,1,MED,50,58,58,19,37,26,0.972,168,0.74,0.52,1.0
2025-01-15,1,MED,50,58,58,29,41,20,0.968,200,0.82,0.4,1.0
2025-01-16,1,MED,50,58,58,33,44,19,0.952,197,0.88,0.38,1.0
2025-01-17,1,MED,50,58,58,18,32,22,0.998,154,0.64,0.44,1.0
2025-01-18,1,MED,50,58,58,33,44,19,0.966,210,0.88,0.38,1.0
2025-01-19,1,MED,50,58,58,26,43,25,0.936,177,0.86,0.5,1.0
2025-01-20,1,MED,50,58,58,20,34,22,1.02,203,0.68,0.44,1.0
2025-01-21,1,MED,50,58,58,23,37,22,1.039,139,0.74,0.44,1.0
2025-01-22,1,MED,50,58,58,34,38,12,1.05,189,0.76,0.24,1.0
2025-01-23,1,MED,50,58,58,31,44,21,1.01,211,0.88,0.42,1.0
2025-01-24,1,MED,50,58,58,33,40,15,1.04,223,0.8,0.3,1.0
2025-01-25,1,MED,50,58,58,25,33,16,0.926,216,0.66,0.32,1.0
2025-01-26,1,MED,50,58,58,30,44,22,0.918,245,0.88,0.44,1.0
2025-01-27,1,MED,50,58,58,37,52,23,0.954,247,1.04,0.46,1.0
2025-01-28,1,MED,50,58,58,16,31,23,1.035,167,0.62,0.46,1.0
2025-01-29,1,MED,50,58,58,32,42,18,1.01,152,0.84,0.36,1.0
2025-01-30,1,MED,50,58,58,22,36,22,1.024,165,0.72,0.44,1.0
2025-01-31,1,MED,50,58,58,23,40,25,1.006,159,0.8,0.5,1.0
2025-02-01,1,MED,50,58,58,16,33,25,1.009,153,0.66,0.5,1.0
2025-02-02,1,MED,50,58,58,22,42,28,0.961,196,0.84,0.56,1.0
2025-02-03,1,MED,50,58,58,24,43,27,1.009,219,0.86,0.54,1.0
2025-02-04,1,MED,50,58,58,19,29,18,1.067,166,0.58,0.36,1.0
2025-02-05,1,MED,50,58,58,25,36,19,1.036,177,0.72,0.38,1.0
2025-02-06,1,MED,50,58,58,23,35,20,0.965,152,0.7,0.4,1.0
2025-02-07,1,MED,50,58,58,32,46,22,0.991,224,0.92,0.44,1.0
2025-02-08,1,MED,50,58,58,20,28,16,0.917,218,0.56,0.32,1.0
2025-02-09,1,MED,50,58,58,20,28,16,0.943,183,0.56,0.32,1.0
2025-02-10,1,MED,50,58,58,34,47,21,0.929,236,0.94,0.42,1.0
2025-02-11,1,MED,50,58,58,44,53,17,0.978,238,1.06,0.34,1.0
2025-02-12,1,MED,50,58,58,33,47,22,1.008,220,0.94,0.44,1.0
2025-02-13,1,MED,50,58,58,31,43,20,0.987,162,0.86,0.4,1.0
2025-02-14,1,MED,50,58,58,30,43,21,0.981,166,0.86,0.42,1.0
2025-02-15,1,MED,50,58,58,31,38,15,0.991,241,0.76,0.3,1.0
2025-02-16,1,MED,50,58,58,45,57,20,0.922,294,1.14,0.4,1.0
2025-02-17,1,MED,50,58,58,39,52,21,1.039,203,1.04,0.42,1.0
2025-02-18,1,MED,50,58,58,31,46,23,1.025,151,0.92,0.46,1.0
2025-02-19,1,MED,50,58,58,38,50,20,0.974,219,1.0,0.4,1.0
2025-02-20,1,MED,50,58,58,40,48,16,0.995,220,0.96,0.32,1.0
2025-02-21,1,MED,50,58,58,24,38,22,0.983,216,0.76,0.44,1.0
2025-02-22,1,MED,50,58,58,42,44,10,0.899,259,0.88,0.2,1.0
2025-02-23,1,MED,50,58,58,11,28,25,0.943,179,0.56,0.5,1.0
2025-02-24,1,MED,50,58,58,43,49,14,1.008,258,0.98,0.28,1.0
2025-02-25,1,MED,50,58,58,23,36,21,1.008,150,0.72,0.42,1.0
2025-02-26,1,MED,50,58,58,26,45,27,0.988,134,0.9,0.54,1.0
2025-02-27,1,MED,50,58,58,32,40,16,0.999,222,0.8,0.32,1.0
2025-02-28,1,MED,50,58,58,20,32,20,1.012,109,0.64,0.4,1.0
2025-03-01,1,MED,50,58,58,19,29,18,0.97,159,0.58,0.36,1.0
2025-03-02,1,MED,50,58,58,18,27,17,0.937,188,0.54,0.34,1.0
2025-03-03,1,MED,50,58,58,20,37,25,0.988,131,0.74,0.5,1.0
2025-03-04,1,MED,50,58,58,24,36,20,1.008,170,0.72,0.4,1.0
2025-03-05,1,MED,50,58,58,16,26,18,1.039,126,0.52,0.36,1.0
2025-03-06,1,MED,50,58,58,24,39,23,0.955,120,0.78,0.46,1.0
2025-03-07,1,MED,50,58,58,15,30,23,0.989,183,0.6,0.46,1.0
2025-03-08,1,MED,50,58,58,10,25,23,0.935,178,0.5,0.46,1.0
2025-03-09,1,MED,50,58,58,8,24,24,0.94,156,0.48,0.48,1.0
2025-03-10,1,MED,50,58,58,28,41,21,1.02,207,0.82,0.42,1.0
2025-03-11,1,MED,50,58,58,24,37,21,1.047,159,0.74,0.42,1.0
2025-03-12,1,MED,50,58,58,22,30,16,1.008,201,0.6,0.32,1.0
2025-03-13,1,MED,50,58,56,6,23,25,1.057,122,0.46,0.5,0.966
2025-03-14,1,MED,50,58,58,22,37,21,1.03,142,0.74,0.42,1.0
2025-03-15,1,MED,50,58,58,20,37,25,0.957,156,0.74,0.5,1.0
2025-03-16,1,MED,50,58,58,15,27,20,0.962,163,0.54,0.4,1.0
2025-03-17,1,MED,50,58,58,26,32,14,0.976,182,0.64,0.28,1.0
2025-03-18,1,MED,50,58,58,23,34,19,0.985,179,0.68,0.38,1.0
2025-03-19,1,MED,50,58,58,26,36,18,1.027,165,0.72,0.36,1.0
2025-03-20,1,MED,50,58,58,31,41,18,0.924,224,0.82,0.36,1.0
2025-03-21,1,MED,50,58,58,16,36,28,1.046,192,0.72,0.56,1.0
2025-03-22,1,MED,50,58,58,9,22,21,0.96,141,0.44,0.42,1.0
2025-03-23,1,MED,50,58,58,12,25,21,0.904,161,0.5,0.42,1.0
2025-03-24,1,MED,50,58,58,23,35,20,0.984,211,0.7,0.4,1.0
2025-03-25,1,MED,50,58,58,17,28,19,0.951,193,0.56,0.38,1.0
2025-03-26,1,MED,50,58,58,17,27,18,1.011,154,0.54,0.36,1.0
2025-03-27,1,MED,50,58,58,29,39,18,0.977,189,0.78,0.36,1.0
2025-03-28,1,MED,50,58,58,16,34,26,1.02,102,0.68,0.52,1.0
2025-03-29,1,MED,50,58,55,5,22,25,0.942,120,0.44,0.5,0.948
2025-03-30,1,MED,50,58,58,17,28,16,0.953,166,0.56,0.32,1.0
2025-03-31,1,MED,50,58,58,28,41,21,1.0,172,0.82,0.42,1.0
2025-04-01,1,MED,50,58,58,17,29,20,0.963,140,0.58,0.4,1.0
2025-04-02,1,MED,50,58,58,21,35,22,1.027,117,0.7,0.44,1.0
2025-04-03,1,MED,50,58,58,45,59,22,1.038,168,1.18,0.44,1.0
2025-04-04,1,MED,50,58,58,28,40,20,0.989,166,0.8,0.4,1.0
2025-04-05,1,MED,50,58,58,22,33,19,0.951,153,0.66,0.38,1.0
2025-04-06,1,MED,50,58,58,20,28,16,0.899,175,0.56,0.32,1.0
2025-04-07,1,MED,50,58,58,24,43,27,1.01,189,0.86,0.54,1.0
2025-04-08,1,MED,50,58,58,17,31,22,1.012,219,0.62,0.44,1.0
2025-04-09,1,MED,50,58,58,18,30,20,1.001,140,0.6,0.4,1.0
2025-04-10,1,MED,50,58,58,32,42,18,1.031,172,0.84,0.36,1.0
2025-04-11,1,MED,50,58,58,17,27,18,1.025,221,0.54,0.36,1.0
2025-04-12,1,MED,50,58,58,31,41,18,0.92,206,0.82,0.36,1.0
2025-04-13,1,MED,50,58,58,22,37,23,0.938,173,0.74,0.46,1.0
2025-04-14,1,MED,50,58,58,28,37,17,0.996,199,0.74,0.34,1.0
2025-04-15,1,MED,50,58,58,25,40,23,1.031,190,0.8,0.46,1.0
2025-04-16,1,MED,50,58,58,25,35,18,1.028,128,0.7,0.36,1.0
2025-04-17,1,MED,50,58,58,16,32,24,1.004,168,0.64,0.48,1.0
2025-04-18,1,MED,50,58,58,12,21,17,1.005,138,0.42,0.34,1.0
2025-04-19,1,MED,50,58,58,49,53,12,0.917,257,1.06,0.24,1.0
2025-04-20,1,MED,50,58,58,23,40,25,0.897,307,0.8,0.5,1.0
2025-04-21,1,MED,50,58,58,33,46,21,0.954,152,0.92,0.42,1.0
2025-04-22,1,MED,50,58,58,17,29,20,1.007,152,0.58,0.4,1.0
2025-04-23,1,MED,50,58,54,4,24,28,1.031,173,0.48,0.56,0.931
2025-04-24,1,MED,50,58,58,10,25,19,1.056,158,0.5,0.38,1.0
2025-04-25,1,MED,50,58,58,28,36,16,1.009,232,0.72,0.32,1.0
2025-04-26,1,MED,50,58,58,20,30,18,0.928,188,0.6,0.36,1.0
2025-04-27,1,MED,50,58,58,9,15,14,0.983,229,0.3,0.28,1.0
2025-04-28,1,MED,50,58,58,31,44,21,0.987,139,0.88,0.42,1.0
2025-04-29,1,MED,50,58,58,20,34,22,1.032,167,0.68,0.44,1.0
2025-04-30,1,MED,50,58,58,23,32,17,1.04,136,0.64,0.34,1.0
2025-05-01,1,MED,50,58,58,32,50,26,1.076,168,1.0,0.52,1.0
2025-05-02,1,MED,50,58,58,26,40,22,1.009,144,0.8,0.44,1.0
2025-05-03,1,MED,50,58,57,7,22,23,0.951,139,0.44,0.46,0.983
2025-05-04,1,MED,50,58,58,15,31,23,0.951,220,0.62,0.46,1.0
2025-05-05,1,MED,50,58,58,29,44,23,1.025,202,0.88,0.46,1.0
2025-05-06,1,MED,50,58,58,26,33,15,0.995,161,0.66,0.3,1.0
2025-05-07,1,MED,50,58,58,27,39,20,1.026,184,0.78,0.4,1.0
2025-05-08,1,MED,50,58,58,22,32,18,0.926,121,0.64,0.36,1.0
2025-05-09,1,MED,50,58,58,16,33,25,1.053,178,0.66,0.5,1.0
2025-05-10,1,MED,50,58,58,18,30,20,0.917,150,0.6,0.4,1.0
2025-05-11,1,MED,50,58,58,19,27,16,0.985,135,0.54,0.32,1.0
2025-05-12,1,MED,50,58,58,42,52,18,0.959,235,1.04,0.36,1.0
2025-05-13,1,MED,50,58,58,45,56,19,1.03,260,1.12,0.38,1.0
2025-05-14,1,MED,50,58,58,23,35,20,0.999,204,0.7,0.4,1.0
2025-05-15,1,MED,50,58,58,31,41,18,0.989,211,0.82,0.36,1.0
2025-05-16,1,MED,50,58,58,22,35,21,0.933,129,0.7,0.42,1.0
2025-05-17,1,MED,50,58,58,13,22,17,0.906,141,0.44,0.34,1.0
2025-05-18,1,MED,50,58,57,7,21,22,0.946,126,0.42,0.44,0.983
2025-05-19,1,MED,50,58,58,36,49,20,0.964,226,0.98,0.4,1.0
2025-05-20,1,MED,50,58,58,20,34,22,1.016,146,0.68,0.44,1.0
2025-05-21,1,MED,50,58,58,17,28,19,1.012,177,0.56,0.38,1.0
2025-05-22,1,MED,50,58,58,14,20,14,0.988,128,0.4,0.28,1.0
2025-05-23,1,MED,50,58,58,29,40,19,1.008,165,0.8,0.38,1.0
2025-05-24,1,MED,50,58,57,7,22,23,0.955,126,0.44,0.46,0.983
2025-05-25,1,MED,50,58,58,28,39,18,0.926,242,0.78,0.36,1.0
2025-05-26,1,MED,50,58,58,24,37,21,1.0,150,0.74,0.42,1.0
2025-05-27,1,MED,50,58,58,22,34,20,0.993,204,0.68,0.4,1.0
2025-05-28,1,MED,50,58,58,19,38,27,1.006,124,0.76,0.54,1.0
2025-05-29,1,MED,50,58,58,53,61,16,1.028,258,1.22,0.32,1.0
2025-05-30,1,MED,50,58,58,23,31,16,0.979,200,0.62,0.32,1.0
2025-05-31,1,MED,50,58,58,21,34,21,0.922,195,0.68,0.42,1.0
2025-06-01,1,MED,50,58,58,22,34,20,0.94,202,0.68,0.4,1.0
2025-06-02,1,MED,50,58,58,14,31,25,1.083,156,0.62,0.5,1.0
2025-06-03,1,MED,50,58,58,17,35,26,0.992,146,0.7,0.52,1.0
2025-06-04,1,MED,50,58,58,17,31,22,0.98,143,0.62,0.44,1.0
2025-06-05,1,MED,50,58,58,33,45,20,0.953,247,0.9,0.4,1.0
2025-06-06,1,MED,50,58,58,16,31,23,0.999,169,0.62,0.46,1.0
2025-06-07,1,MED,50,58,58,8,23,23,0.933,180,0.46,0.46,1.0
2025-06-08,1,MED,50,58,56,6,20,22,0.911,134,0.4,0.44,0.966
2025-06-09,1,MED,50,58,58,41,50,15,1.051,235,1.0,0.3,1.0
2025-06-10,1,MED,50,58,55,5,22,25,0.971,83,0.44,0.5,0.948
2025-06-11,1,MED,50,58,58,17,32,20,0.994,192,0.64,0.4,1.0
2025-06-12,1,MED,50,58,56,6,21,23,0.988,164,0.42,0.46,0.966
2025-06-13,1,MED,50,58,58,17,30,19,1.008,187,0.6,0.38,1.0
2025-06-14,1,MED,50,58,52,2,20,26,0.998,171,0.4,0.52,0.897
2025-06-15,1,MED,50,58,58,8,30,24,0.976,185,0.6,0.48,1.0
2025-06-16,1,MED,50,58,52,2,18,24,0.986,164,0.36,0.48,0.897
2025-06-17,1,MED,50,58,58,18,23,7,0.988,206,0.46,0.14,1.0
2025-06-18,1,MED,50,58,58,23,28,13,1.095,182,0.56,0.26,1.0
2025-06-19,1,MED,50,58,58,39,51,20,1.027,238,1.02,0.4,1.0
2025-06-20,1,MED,50,58,58,25,34,17,1.034,204,0.68,0.34,1.0
2025-06-21,1,MED,50,58,58,26,37,19,0.929,177,0.74,0.38,1.0
2025-06-22,1,MED,50,58,58,18,23,13,0.886,211,0.46,0.26,1.0
2025-06-23,1,MED,50,58,58,28,40,20,1.024,159,0.8,0.4,1.0
2025-06-24,1,MED,50,58,58,22,39,25,0.955,161,0.78,0.5,1.0
2025-06-25,1,MED,50,58,58,10,27,25,0.99,137,0.54,0.5,1.0
2025-06-26,1,MED,50,58,58,24,37,21,1.016,192,0.74,0.42,1.0
2025-06-27,1,MED,50,58,58,25,32,15,1.044,205,0.64,0.3,1.0
2025-06-28,1,MED,50,58,58,14,25,19,0.947,172,0.5,0.38,1.0
2025-06-29,1,MED,50,58,58,14,26,20,0.939,205,0.52,0.4,1.0
2025-06-30,1,MED,50,58,58,24,40,24,1.014,183,0.8,0.48,1.0
2025-07-01,1,MED,50,58,58,17,26,17,0.986,190,0.52,0.34,1.0
2025-07-02,1,MED,50,58,58,26,32,14,1.036,201,0.64,0.28,1.0
2025-07-03,1,MED,50,58,58,12,19,15,0.964,124,0.38,0.3,1.0
2025-07-04,1,MED,50,58,58,14,31,25,0.994,189,0.62,0.5,1.0
2025-07-05,1,MED,50,58,58,13,36,31,0.899,225,0.72,0.62,1.0
2025-07-06,1,MED,50,58,58,12,27,23,0.873,182,0.54,0.46,1.0
2025-07-07,1,MED,50,58,58,29,35,14,0.962,243,0.7,0.28,1.0
2025-07-08,1,MED,50,58,58,10,20,18,0.951,165,0.4,0.36,1.0
2025-07-09,1,MED,50,58,58,21,33,20,0.919,101,0.66,0.4,1.0
2025-07-10,1,MED,50,58,58,18,31,21,0.947,161,0.62,0.42,1.0
2025-07-11,1,MED,50,58,52,2,22,28,0.971,115,0.44,0.56,0.897
2025-07-12,1,MED,50,58,58,14,31,19,0.903,165,0.62,0.38,1.0
2025-07-13,1,MED,50,58,58,11,24,21,0.872,153,0.48,0.42,1.0
2025-07-14,1,MED,50,58,58,29,37,16,1.007,197,0.74,0.32,1.0
2025-07-15,1,MED,50,58,58,10,25,23,0.99,174,0.5,0.46,1.0
2025-07-16,1,MED,50,58,58,30,39,17,0.964,220,0.78,0.34,1.0
2025-07-17,1,MED,50,58,58,17,28,19,0.964,193,0.56,0.38,1.0
2025-07-18,1,MED,50,58,58,24,35,19,0.956,143,0.7,0.38,1.0
2025-07-19,1,MED,50,58,58,28,38,18,0.925,204,0.76,0.36,1.0
2025-07-20,1,MED,50,58,57,7,19,20,0.897,170,0.38,0.4,0.983
2025-07-21,1,MED,50,58,58,28,38,17,0.919,111,0.76,0.34,1.0
2025-07-22,1,MED,50,58,58,24,38,22,0.968,203,0.76,0.44,1.0
2025-07-23,1,MED,50,58,58,13,29,24,0.919,199,0.58,0.48,1.0
2025-07-24,1,MED,50,58,58,20,27,15,1.012,174,0.54,0.3,1.0
2025-07-25,1,MED,50,58,58,16,26,18,0.995,116,0.52,0.36,1.0
2025-07-26,1,MED,50,58,58,17,25,16,0.917,180,0.5,0.32,1.0
2025-07-27,1,MED,50,58,58,8,23,23,0.885,135,0.46,0.46,1.0
2025-07-28,1,MED,50,58,58,27,40,21,0.95,261,0.8,0.42,1.0
2025-07-29,1,MED,50,58,58,26,42,24,0.921,206,0.84,0.48,1.0
2025-07-30,1,MED,50,58,58,19,33,22,0.933,121,0.66,0.44,1.0
2025-07-31,1,MED,50,58,58,14,27,21,0.994,174,0.54,0.42,1.0
2025-08-01,1,MED,50,58,58,18,27,17,0.984,174,0.54,0.34,1.0
2025-08-02,1,MED,50,58,58,15,27,20,0.904,178,0.54,0.4,1.0
2025-08-03,1,MED,50,58,58,26,38,20,0.956,163,0.76,0.4,1.0
2025-08-04,1,MED,50,58,58,40,46,14,0.996,177,0.92,0.28,1.0
2025-08-05,1,MED,50,58,58,18,30,20,1.017,250,0.6,0.4,1.0
2025-08-06,1,MED,50,58,58,21,27,14,0.978,161,0.54,0.28,1.0
2025-08-07,1,MED,50,58,58,10,24,22,0.987,151,0.48,0.44,1.0
2025-08-08,1,MED,50,58,58,38,45,15,0.98,223,0.9,0.3,1.0
2025-08-09,1,MED,50,58,58,11,27,24,0.959,165,0.54,0.48,1.0
2025-08-10,1,MED,50,58,58,17,37,28,0.88,215,0.74,0.56,1.0
2025-08-11,1,MED,50,58,58,22,34,20,0.94,221,0.68,0.4,1.0
2025-08-12,1,MED,50,58,58,12,18,14,0.94,212,0.36,0.28,1.0
2025-08-13,1,MED,50,58,58,19,31,20,0.981,138,0.62,0.4,1.0
2025-08-14,1,MED,50,58,58,14,28,22,0.964,181,0.56,0.44,1.0
2025-08-15,1,MED,50,58,58,33,42,17,1.03,177,0.84,0.34,1.0
2025-08-16,1,MED,50,58,58,24,38,22,0.915,158,0.76,0.44,1.0
2025-08-17,1,MED,50,58,58,20,34,22,0.928,144,0.68,0.44,1.0
2025-08-18,1,MED,50,58,58,34,54,28,0.955,190,1.08,0.56,1.0
2025-08-19,1,MED,50,58,58,38,48,18,0.997,195,0.96,0.36,1.0
2025-08-20,1,MED,50,58,58,15,28,21,0.934,124,0.56,0.42,1.0
2025-08-21,1,MED,50,58,58,37,48,19,1.038,214,0.96,0.38,1.0
2025-08-22,1,MED,50,58,58,19,33,22,1.004,117,0.66,0.44,1.0
2025-08-23,1,MED,50,58,58,16,31,23,0.966,142,0.62,0.46,1.0
2025-08-24,1,MED,50,58,58,17,28,19,0.959,173,0.56,0.38,1.0
2025-08-25,1,MED,50,58,58,30,37,15,1.071,145,0.74,0.3,1.0
2025-08-26,1,MED,50,58,58,22,37,23,0.988,180,0.74,0.46,1.0
2025-08-27,1,MED,50,58,58,15,24,17,0.967,153,0.48,0.34,1.0
2025-08-28,1,MED,50,58,58,15,33,26,0.994,123,0.66,0.52,1.0
2025-08-29,1,MED,50,58,58,22,33,19,0.945,167,0.66,0.38,1.0
2025-08-30,1,MED,50,58,58,12,25,21,0.927,116,0.5,0.42,1.0
2025-08-31,1,MED,50,58,58,17,25,16,0.899,208,0.5,0.32,1.0
2025-09-01,1,MED,50,58,58,18,27,17,1.007,173,0.54,0.34,1.0
2025-09-02,1,MED,50,58,58,30,38,16,1.005,227,0.76,0.32,1.0
2025-09-03,1,MED,50,58,58,47,56,17,0.955,249,1.12,0.34,1.0
2025-09-04,1,MED,50,58,58,24,34,18,0.966,201,0.68,0.36,1.0
2025-09-05,1,MED,50,58,58,19,34,23,1.02,173,0.68,0.46,1.0
2025-09-06,1,MED,50,58,58,11,26,23,0.934,117,0.52,0.46,1.0
2025-09-07,1,MED,50,58,58,18,34,24,0.962,158,0.68,0.48,1.0
2025-09-08,1,MED,50,58,58,27,39,20,1.003,203,0.78,0.4,1.0
2025-09-09,1,MED,50,58,58,28,38,18,1.007,135,0.76,0.36,1.0
2025-09-10,1,MED,50,58,58,27,40,21,0.996,201,0.8,0.42,1.0
2025-09-11,1,MED,50,58,58,23,37,22,0.999,135,0.74,0.44,1.0
2025-09-12,1,MED,50,58,58,24,40,24,1.006,92,0.8,0.48,1.0
2025-09-13,1,MED,50,58,58,15,26,19,0.934,110,0.52,0.38,1.0
2025-09-14,1,MED,50,58,58,18,31,21,0.929,132,0.62,0.42,1.0
2025-09-15,1,MED,50,58,58,33,44,19,1.018,195,0.88,0.38,1.0
2025-09-16,1,MED,50,58,58,32,43,19,1.033,169,0.86,0.38,1.0
2025-09-17,1,MED,50,58,58,28,37,17,0.98,168,0.74,0.34,1.0
2025-09-18,1,MED,50,58,58,16,27,19,1.023,177,0.54,0.38,1.0
2025-09-19,1,MED,50,58,58,29,39,18,1.025,190,0.78,0.36,1.0
2025-09-20,1,MED,50,58,58,20,32,20,0.946,162,0.64,0.4,1.0
2025-09-21,1,MED,50,58,58,11,23,20,0.963,156,0.46,0.4,1.0
2025-09-22,1,MED,50,58,58,36,47,19,1.028,133,0.94,0.38,1.0
2025-09-23,1,MED,50,58,58,10,19,17,0.953,210,0.38,0.34,1.0
2025-09-24,1,MED,50,58,58,37,50,21,1.014,219,1.0,0.42,1.0
