date,hospital_id,ward_code,wait_per_triage,age,bed_impact_score,arrival_source_ambulance,arrival_source_referral,arrival_source_self,arrival_source_transfer,outcome_death,outcome_discharged,outcome_readmit_30d,outcome_transferred,outcome_unknown,sex_F,sex_M,sex_X,base_beds,effective_capacity,admissions,staffing_index,discharge_rate_per_bed,occupancy_lag1,occupancy_lag7,overflow_lag1,overflow_lag7,discharges_lag1,discharges_lag7,admission_rate_per_bed_lag1,admission_rate_per_bed_lag7,avg_wait_minutes_lag1,avg_wait_minutes_lag7,occupancy_rate_lag1,occupancy_rate_lag7
2023-03-13,2,ED,87.23333333333333,52.833333333333336,0.0,3,4,5,0,0,11,0,1,0,8,4,0,30,34,57,1.029,1.033,34.0,34.0,24.0,23.0,31.0,32.0,1.7,1.7,207.0,200.0,1.0,1.0
2023-03-13,2,ICU,53.0,48.875,17.625,2,3,3,0,0,8,0,0,0,3,5,0,20,23,15,1.0,0.25,23.0,23.0,7.0,3.0,3.0,6.0,0.35,0.325,177.0,109.0,1.0,1.0
2023-03-13,2,MED,107.66666666666667,54.625,11.625,1,3,3,1,0,8,0,0,0,3,5,0,50,58,44,0.992,0.26,58.0,58.0,19.0,34.0,18.0,18.0,0.58,0.88,196.0,190.0,1.0,1.0
2023-03-13,2,SURG,62.666666666666664,48.75,17.625,1,2,5,0,0,8,0,0,0,5,3,0,40,46,26,0.98,0.525,42.0,46.0,2.0,6.0,21.0,16.0,0.425,0.65,154.0,148.0,0.935,1.0
2023-03-13,3,ED,68.97916666666667,53.25,0.0,1,3,7,1,0,12,0,0,0,5,7,0,30,34,57,0.989,1.067,34.0,34.0,29.0,40.0,32.0,32.0,1.9,2.233,193.0,267.0,1.0,1.0
2023-03-13,3,ICU,37.666666666666664,48.75,19.875,1,1,6,0,0,8,0,0,0,5,3,0,20,23,10,1.043,0.45,23.0,23.0,8.0,19.0,7.0,3.0,0.6,0.95,168.0,178.0,1.0,1.0
2023-03-13,3,MED,71.0,61.375,17.625,1,2,5,0,0,7,1,0,0,6,2,0,50,58,40,0.922,0.32,58.0,58.0,14.0,35.0,18.0,17.0,0.48,0.92,172.0,250.0,1.0,1.0
2023-03-13,3,SURG,53.333333333333336,56.625,10.125,2,1,5,0,0,7,1,0,0,4,4,0,40,46,16,0.966,0.325,46.0,46.0,7.0,17.0,13.0,14.0,0.35,0.625,185.0,182.0,1.0,1.0
2023-03-13,4,ICU,29.0,57.4,25.2,1,0,4,0,0,5,0,0,0,0,5,0,20,23,7,1.0,0.4,23.0,23.0,11.0,12.0,3.0,3.0,0.45,0.6,199.0,180.0,1.0,1.0
2023-03-13,4,MED,62.666666666666664,62.5,13.875,1,2,5,0,0,8,0,0,0,4,4,0,50,58,40,0.984,0.44,58.0,58.0,13.0,32.0,17.0,24.0,0.44,0.96,117.0,177.0,1.0,1.0
2023-03-13,4,SURG,78.66666666666667,49.125,15.0,0,2,6,0,0,7,1,0,0,3,5,0,40,46,22,1.041,0.4,46.0,46.0,19.0,15.0,17.0,19.0,0.95,0.825,177.0,146.0,1.0,1.0
2023-03-13,5,ED,93.43055555555556,56.0,0.0,2,4,6,0,0,11,0,1,0,5,7,0,30,34,65,0.994,0.933,34.0,34.0,33.0,42.0,31.0,28.0,2.0,2.233,219.0,272.0,1.0,1.0
2023-03-13,5,ICU,55.666666666666664,55.875,29.625,1,0,7,0,0,8,0,0,0,2,6,0,20,23,8,0.938,0.3,23.0,23.0,13.0,11.0,3.0,3.0,0.65,0.65,275.0,142.0,1.0,1.0
2023-03-13,5,MED,76.0,69.5,7.5,2,0,6,0,0,7,1,0,0,3,5,0,50,58,35,1.022,0.38,58.0,58.0,22.0,27.0,19.0,19.0,0.66,0.76,144.0,154.0,1.0,1.0
2023-03-13,5,SURG,66.0,58.75,12.375,4,0,3,1,0,8,0,0,0,7,1,0,40,46,26,1.008,0.675,46.0,46.0,6.0,14.0,13.0,22.0,0.4,0.775,158.0,187.0,1.0,1.0
2023-03-14,1,ICU,40.333333333333336,50.285714285714285,18.0,1,2,4,0,0,7,0,0,0,2,5,0,20,23,7,0.993,0.15,23.0,23.0,10.0,9.0,7.0,3.0,0.7,0.65,237.0,215.0,1.0,1.0
2023-03-14,1,MED,55.333333333333336,55.875,13.125,2,1,5,0,0,8,0,0,0,5,3,0,50,58,44,0.953,0.36,58.0,58.0,23.0,24.0,19.0,20.0,0.68,0.72,159.0,168.0,1.0,1.0
2023-03-14,1,SURG,43.666666666666664,60.125,8.625,1,4,3,0,0,8,0,0,0,2,6,0,40,46,21,1.043,0.5,46.0,45.0,9.0,5.0,22.0,22.0,0.625,0.525,121.0,136.0,1.0,0.978
2023-03-14,2,ED,86.91666666666667,54.5,0.0,1,4,6,1,0,11,0,1,0,5,7,0,30,34,65,0.99,1.033,34.0,34.0,30.0,26.0,31.0,29.0,1.9,1.7,267.0,282.0,1.0,1.0
2023-03-14,2,ICU,53.0,64.875,20.25,4,0,4,0,0,8,0,0,0,5,3,0,20,23,13,1.014,0.2,23.0,23.0,13.0,13.0,5.0,4.0,0.75,0.7,139.0,177.0,1.0,1.0
2023-03-14,2,MED,52.333333333333336,49.5,16.5,0,1,6,1,0,8,0,0,0,5,3,0,50,58,45,1.024,0.52,58.0,58.0,39.0,21.0,13.0,26.0,0.88,0.78,253.0,118.0,1.0,1.0
2023-03-14,2,SURG,29.0,50.125,8.625,0,0,6,2,0,7,1,0,0,4,4,0,40,40,18,0.968,0.6,46.0,32.0,7.0,1.0,21.0,29.0,0.65,0.375,143.0,89.0,1.0,0.935
2023-03-14,3,ED,93.45833333333333,55.416666666666664,0.0,4,1,7,0,0,11,0,1,0,5,7,0,30,34,49,1.021,0.9,34.0,34.0,29.0,23.0,32.0,27.0,1.9,1.533,299.0,215.0,1.0,1.0
2023-03-14,3,ICU,50.0,53.0,24.75,1,3,3,1,0,8,0,0,0,3,5,0,20,23,11,1.033,0.55,23.0,23.0,4.0,13.0,9.0,4.0,0.5,0.7,142.0,241.0,1.0,1.0
2023-03-14,3,MED,44.333333333333336,64.75,12.0,3,1,4,0,0,8,0,0,0,6,2,0,50,58,35,1.006,0.54,58.0,58.0,32.0,11.0,16.0,24.0,0.8,0.54,204.0,124.0,1.0,1.0
2023-03-14,3,SURG,69.0,51.25,12.0,1,3,3,1,0,8,0,0,0,4,4,0,40,46,29,0.972,0.475,46.0,46.0,9.0,12.0,13.0,16.0,0.4,0.55,189.0,204.0,1.0,1.0
2023-03-14,4,ICU,36.666666666666664,55.875,16.875,2,2,4,0,0,8,0,0,0,4,4,0,20,23,13,1.028,0.25,23.0,23.0,1.0,5.0,8.0,9.0,0.325,0.55,89.0,122.0,1.0,1.0
2023-03-14,4,MED,53.0,73.125,11.25,0,2,5,1,0,7,1,0,0,4,4,0,50,58,34,0.951,0.32,58.0,58.0,26.0,12.0,22.0,27.0,0.8,0.62,217.0,121.0,1.0,1.0
2023-03-14,4,SURG,32.0,56.375,13.125,3,2,3,0,0,8,0,0,0,4,4,0,40,46,21,1.001,0.575,46.0,34.0,12.0,1.0,16.0,26.0,0.55,0.35,198.0,89.0,1.0,0.935
2023-03-14,5,ED,89.29166666666667,48.916666666666664,0.0,1,2,9,0,0,11,0,1,0,8,4,0,30,34,51,0.987,1.067,34.0,34.0,41.0,31.0,28.0,30.0,2.167,1.9,279.0,249.0,1.0,1.0
2023-03-14,5,ICU,32.0,61.375,20.625,2,0,6,0,0,8,0,0,0,4,4,0,20,23,12,0.952,0.25,23.0,23.0,5.0,11.0,6.0,5.0,0.4,0.65,186.0,167.0,1.0,1.0
2023-03-14,5,MED,61.0,54.5,8.25,0,1,7,0,0,7,1,0,0,2,6,0,50,58,44,0.964,0.26,58.0,58.0,24.0,23.0,19.0,21.0,0.7,0.72,226.0,167.0,1.0,1.0
2023-03-14,5,SURG,43.0,40.25,12.0,1,2,5,0,0,8,0,0,0,4,4,0,40,46,18,0.942,0.4,45.0,46.0,5.0,15.0,27.0,17.0,0.65,0.65,187.0,160.0,0.978,1.0
2023-03-15,1,ICU,40.333333333333336,50.25,18.0,2,2,4,0,1,7,0,0,0,5,3,0,20,23,10,0.977,0.35,23.0,23.0,7.0,10.0,3.0,4.0,0.35,0.55,156.0,165.0,1.0,1.0
2023-03-15,1,MED,76.66666666666667,54.625,10.5,3,1,4,0,0,7,1,0,0,4,4,0,50,58,34,1.007,0.34,58.0,58.0,34.0,12.0,18.0,28.0,0.88,0.64,188.0,138.0,1.0,1.0
2023-03-15,1,SURG,36.0,56.0,12.375,2,1,4,1,0,7,1,0,0,5,3,0,40,46,20,1.043,0.55,46.0,44.0,7.0,4.0,20.0,21.0,0.525,0.5,125.0,142.0,1.0,0.957
2023-03-15,2,ED,52.25,50.333333333333336,0.0,1,0,11,0,0,12,0,0,0,11,1,0,30,34,40,1.016,1.1,34.0,34.0,38.0,38.0,31.0,33.0,2.167,2.233,299.0,299.0,1.0,1.0
2023-03-15,2,ICU,44.333333333333336,49.0,21.0,1,1,6,0,0,8,0,0,0,3,5,0,20,23,8,1.005,0.15,23.0,23.0,12.0,9.0,4.0,7.0,0.65,0.65,164.0,163.0,1.0,1.0
2023-03-15,2,MED,29.0,62.0,11.625,2,0,6,0,0,8,0,0,0,6,2,0,50,58,27,1.043,0.32,58.0,58.0,27.0,26.0,26.0,20.0,0.9,0.76,174.0,127.0,1.0,1.0
2023-03-15,2,SURG,41.666666666666664,55.75,8.625,0,2,5,1,0,7,1,0,0,3,5,0,40,46,19,1.018,0.375,40.0,46.0,1.0,7.0,24.0,13.0,0.45,0.7,89.0,100.0,1.0,1.0
2023-03-15,3,ED,68.45555555555556,56.916666666666664,0.0,1,4,7,0,0,9,0,3,0,5,7,0,30,34,58,0.979,1.1,34.0,34.0,26.0,38.0,27.0,24.0,1.633,1.933,263.0,213.0,1.0,1.0
2023-03-15,3,ICU,45.0,60.714285714285715,15.857142857142858,1,1,5,0,0,7,0,0,0,3,4,0,20,23,7,0.933,0.35,23.0,23.0,3.0,1.0,11.0,8.0,0.55,0.325,112.0,89.0,1.0,0.935
2023-03-15,3,MED,71.33333333333333,58.375,15.0,2,3,3,0,0,8,0,0,0,4,4,0,50,58,43,1.043,0.56,58.0,58.0,16.0,25.0,27.0,26.0,0.7,0.86,106.0,177.0,1.0,1.0
2023-03-15,3,SURG,29.0,58.375,13.875,1,1,5,1,0,7,1,0,0,4,4,0,40,40,13,0.998,0.475,46.0,45.0,16.0,5.0,19.0,18.0,0.725,0.425,167.0,119.0,1.0,0.978
2023-03-15,4,ICU,49.0,62.125,26.625,1,0,6,1,0,8,0,0,0,6,2,0,20,23,10,1.043,0.4,23.0,23.0,8.0,16.0,5.0,3.0,0.65,0.7,142.0,139.0,1.0,1.0
2023-03-15,4,MED,53.0,65.0,12.0,2,1,5,0,0,7,1,0,0,6,2,0,50,58,38,1.013,0.52,58.0,58.0,26.0,30.0,16.0,22.0,0.68,0.88,171.0,145.0,1.0,1.0
2023-03-15,4,SURG,78.66666666666667,52.25,12.375,0,2,6,0,0,7,1,0,0,7,1,0,40,46,30,0.982,0.35,44.0,43.0,4.0,3.0,23.0,17.0,0.525,0.65,104.0,143.0,0.957,0.935
2023-03-15,5,ED,79.2,52.833333333333336,0.0,2,2,8,0,0,9,0,3,0,8,4,0,30,34,54,0.983,0.833,34.0,34.0,23.0,38.0,32.0,33.0,1.7,2.233,212.0,290.0,1.0,1.0
2023-03-15,5,ICU,72.66666666666667,49.5,16.875,2,2,4,0,0,8,0,0,0,5,3,0,20,23,12,0.974,0.35,23.0,23.0,10.0,4.0,5.0,5.0,0.6,0.325,120.0,147.0,1.0,1.0
2023-03-15,5,MED,85.0,52.75,10.875,2,3,2,1,0,8,0,0,0,4,4,0,50,58,37,1.0,0.36,58.0,58.0,39.0,21.0,13.0,26.0,0.88,0.78,219.0,204.0,1.0,1.0
2023-03-15,5,SURG,72.0,50.125,16.5,0,0,6,2,0,8,0,0,0,3,5,0,40,46,25,1.011,0.475,46.0,46.0,7.0,14.0,16.0,22.0,0.45,0.75,109.0,154.0,1.0,1.0
2023-03-16,1,ICU,65.33333333333333,56.0,24.375,2,0,6,0,0,8,0,0,0,4,4,0,20,23,14,0.994,0.15,23.0,23.0,6.0,11.0,7.0,5.0,0.5,0.65,159.0,201.0,1.0,1.0
2023-03-16,1,MED,61.333333333333336,56.125,11.25,4,1,2,1,0,6,2,0,0,7,1,0,50,58,39,1.043,0.46,58.0,58.0,25.0,16.0,17.0,24.0,0.68,0.64,207.0,215.0,1.0,1.0
2023-03-16,1,SURG,51.333333333333336,55.375,13.125,2,0,5,1,0,8,0,0,0,4,4,0,40,46,22,1.002,0.425,44.0,46.0,4.0,21.0,22.0,14.0,0.5,0.775,103.0,175.0,0.957,1.0
2023-03-16,2,ED,83.1361111111111,58.416666666666664,0.0,3,1,7,1,0,11,0,1,0,8,4,0,30,34,67,0.945,1.067,34.0,34.0,11.0,24.0,33.0,30.0,1.333,1.667,126.0,217.0,1.0,1.0
2023-03-16,2,ICU,40.666666666666664,47.5,21.0,1,0,6,1,0,8,0,0,0,7,1,0,20,23,8,1.035,0.2,23.0,23.0,9.0,15.0,3.0,5.0,0.4,0.85,127.0,229.0,1.0,1.0
2023-03-16,2,MED,69.0,65.5,15.0,2,1,5,0,0,8,0,0,0,3,5,0,50,58,39,1.022,0.44,58.0,58.0,19.0,25.0,16.0,17.0,0.54,0.68,99.0,173.0,1.0,1.0
2023-03-16,2,SURG,53.333333333333336,58.875,10.875,2,1,5,0,0,7,1,0,0,4,4,0,40,46,33,0.962,0.475,44.0,41.0,4.0,1.0,15.0,23.0,0.475,0.45,134.0,89.0,0.957,0.935
2023-03-16,3,ED,86.97916666666667,52.666666666666664,0.0,1,2,7,2,0,12,0,0,0,4,8,0,30,34,67,0.994,1.067,34.0,34.0,28.0,20.0,33.0,33.0,1.933,1.633,228.0,193.0,1.0,1.0
2023-03-16,3,ICU,31.666666666666668,56.125,18.375,1,4,3,0,0,8,0,0,0,3,5,0,20,23,9,1.01,0.5,23.0,23.0,3.0,9.0,7.0,6.0,0.35,0.7,154.0,178.0,1.0,1.0
2023-03-16,3,MED,63.0,66.0,13.875,0,0,8,0,0,8,0,0,0,4,4,0,50,58,33,1.008,0.36,58.0,58.0,23.0,32.0,28.0,24.0,0.86,0.96,175.0,249.0,1.0,1.0
2023-03-16,3,SURG,94.0,48.625,13.5,2,3,3,0,0,8,0,0,0,2,6,0,40,46,31,0.951,0.325,40.0,46.0,1.0,10.0,19.0,20.0,0.325,0.625,89.0,126.0,1.0,1.0
2023-03-16,4,ICU,39.666666666666664,54.57142857142857,18.428571428571427,2,0,5,0,0,7,0,0,0,3,4,0,20,23,7,0.993,0.35,23.0,23.0,5.0,3.0,8.0,9.0,0.5,0.45,140.0,127.0,1.0,1.0
2023-03-16,4,MED,72.66666666666667,59.125,8.25,2,2,3,1,0,7,1,0,0,3,5,0,50,58,45,0.978,0.36,58.0,58.0,20.0,36.0,26.0,14.0,0.76,0.84,141.0,243.0,1.0,1.0
2023-03-16,4,SURG,42.0,53.25,13.875,2,2,4,0,0,6,2,0,0,4,4,0,40,46,18,0.99,0.475,46.0,46.0,20.0,14.0,14.0,13.0,0.75,0.6,190.0,167.0,1.0,1.0
2023-03-16,5,ED,75.64999999999999,48.166666666666664,0.0,3,2,6,1,0,12,0,0,0,9,3,0,30,34,36,0.979,1.033,34.0,34.0,33.0,34.0,25.0,31.0,1.8,2.033,234.0,239.0,1.0,1.0
2023-03-16,5,ICU,50.0,51.375,20.25,1,2,5,0,0,8,0,0,0,3,5,0,20,23,12,1.021,0.3,23.0,23.0,8.0,9.0,7.0,5.0,0.6,0.55,195.0,158.0,1.0,1.0
2023-03-16,5,MED,48.0,55.75,11.25,1,1,6,0,0,8,0,0,0,6,2,0,50,58,44,0.967,0.48,58.0,58.0,27.0,20.0,18.0,23.0,0.74,0.7,193.0,217.0,1.0,1.0
2023-03-16,5,SURG,73.0,54.375,15.0,1,0,6,1,0,8,0,0,0,3,5,0,40,46,18,1.027,0.425,46.0,46.0,12.0,14.0,19.0,16.0,0.625,0.6,187.0,154.0,1.0,1.0
2023-03-17,1,ICU,50.0,56.375,18.75,2,0,5,1,1,7,0,0,0,2,6,0,20,23,10,0.951,0.3,23.0,23.0,14.0,12.0,3.0,3.0,0.7,0.6,237.0,196.0,1.0,1.0
2023-03-17,1,MED,60.333333333333336,61.0,12.375,0,1,5,2,0,8,0,0,0,3,5,0,50,58,44,1.039,0.28,58.0,58.0,24.0,21.0,23.0,22.0,0.78,0.7,170.0,161.0,1.0,1.0
2023-03-17,1,SURG,37.333333333333336,56.25,20.25,1,0,7,0,0,8,0,0,0,5,3,0,40,46,25,1.0,0.425,46.0,46.0,9.0,19.0,17.0,18.0,0.55,0.775,188.0,145.0,1.0,1.0
2023-03-17,2,ED,98.05,51.333333333333336,0.0,3,3,4,2,0,10,0,2,0,5,7,0,30,34,57,0.956,1.0,34.0,34.0,42.0,42.0,32.0,31.0,2.233,2.233,292.0,299.0,1.0,1.0
2023-03-17,2,ICU,70.0,43.375,16.875,2,0,6,0,0,8,0,0,0,2,6,0,20,23,11,1.031,0.2,23.0,23.0,7.0,3.0,4.0,6.0,0.4,0.325,186.0,139.0,1.0,1.0
2023-03-17,2,MED,64.33333333333333,46.5,14.625,2,0,5,1,0,7,1,0,0,4,4,0,50,58,35,0.972,0.38,58.0,58.0,25.0,25.0,22.0,30.0,0.78,0.94,193.0,144.0,1.0,1.0
2023-03-17,2,SURG,57.333333333333336,53.625,10.125,2,1,5,0,0,8,0,0,0,4,4,0,40,46,18,0.979,0.45,46.0,38.0,18.0,1.0,19.0,22.0,0.825,0.475,145.0,89.0,1.0,0.95
2023-03-17,3,ED,56.229166666666664,63.5,0.0,0,3,9,0,0,12,0,0,0,5,7,0,30,34,48,1.023,1.067,34.0,34.0,42.0,17.0,32.0,30.0,2.233,1.433,299.0,224.0,1.0,1.0
2023-03-17,3,ICU,29.0,49.166666666666664,24.0,0,0,5,1,0,6,0,0,0,4,2,0,20,23,7,0.974,0.4,23.0,23.0,2.0,7.0,10.0,3.0,0.45,0.325,137.0,177.0,0.957,1.0
2023-03-17,3,MED,48.333333333333336,67.75,10.875,3,0,5,0,0,8,0,0,0,4,4,0,50,58,38,1.012,0.4,58.0,58.0,23.0,11.0,18.0,27.0,0.66,0.6,197.0,149.0,1.0,1.0
2023-03-17,3,SURG,50.333333333333336,50.0,18.0,0,1,7,0,0,7,1,0,0,4,4,0,40,46,18,0.965,0.425,46.0,46.0,18.0,11.0,13.0,21.0,0.775,0.65,223.0,175.0,1.0,1.0
2023-03-17,4,ICU,46.666666666666664,58.857142857142854,17.142857142857142,1,1,4,1,0,7,0,0,0,2,5,0,20,23,7,1.025,0.4,23.0,23.0,3.0,5.0,7.0,7.0,0.35,0.45,99.0,148.0,1.0,1.0
2023-03-17,4,MED,43.666666666666664,65.25,12.375,1,0,7,0,0,7,1,0,0,4,4,0,50,58,40,0.942,0.3,58.0,58.0,35.0,38.0,18.0,21.0,0.9,1.02,179.0,167.0,1.0,1.0
2023-03-17,4,SURG,29.0,54.75,10.5,1,1,6,0,0,7,1,0,0,3,5,0,40,46,25,0.992,0.425,45.0,39.0,5.0,1.0,19.0,25.0,0.45,0.45,141.0,89.0,0.978,0.975
2023-03-17,5,ED,91.85833333333333,49.583333333333336,0.0,3,0,9,0,0,11,0,1,0,5,7,0,30,34,64,1.029,1.0,34.0,34.0,9.0,20.0,31.0,30.0,1.2,1.533,143.0,180.0,1.0,1.0
2023-03-17,5,ICU,69.33333333333333,57.75,18.375,2,1,5,0,0,8,0,0,0,3,5,0,20,23,11,1.003,0.35,23.0,23.0,9.0,1.0,6.0,7.0,0.6,0.325,172.0,89.0,1.0,0.95
2023-03-17,5,MED,68.0,57.25,6.75,1,3,4,0,0,8,0,0,0,3,5,0,50,58,35,1.009,0.32,58.0,58.0,28.0,39.0,24.0,20.0,0.88,1.02,178.0,218.0,1.0,1.0
2023-03-17,5,SURG,41.666666666666664,50.5,14.25,1,0,7,0,0,8,0,0,0,2,6,0,40,46,19,1.001,0.425,46.0,46.0,7.0,16.0,17.0,20.0,0.45,0.75,164.0,224.0,1.0,1.0
2023-03-18,1,ICU,65.33333333333333,51.0,21.375,3,0,4,1,0,8,0,0,0,6,2,0,20,23,9,0.909,0.25,23.0,23.0,7.0,6.0,6.0,8.0,0.5,0.55,199.0,213.0,1.0,1.0
2023-03-18,1,MED,58.0,48.125,13.125,1,1,6,0,0,8,0,0,0,2,6,0,50,58,29,0.958,0.38,58.0,58.0,38.0,20.0,14.0,16.0,0.88,0.56,226.0,208.0,1.0,1.0
2023-03-18,1,SURG,60.0,46.875,11.625,1,2,4,1,0,7,1,0,0,4,4,0,40,46,11,0.936,0.4,46.0,45.0,14.0,5.0,17.0,20.0,0.625,0.475,119.0,170.0,1.0,0.978
2023-03-18,2,ED,73.86666666666666,58.083333333333336,0.0,1,4,2,5,0,12,0,0,0,5,7,0,30,34,54,0.926,1.067,34.0,34.0,31.0,42.0,30.0,31.0,1.9,2.233,274.0,259.0,1.0,1.0
2023-03-18,2,ICU,51.0,63.0,16.8,1,1,3,0,0,5,0,0,0,1,4,0,20,23,7,0.97,0.2,23.0,23.0,10.0,14.0,4.0,6.0,0.55,0.85,199.0,247.0,1.0,1.0
2023-03-18,2,MED,55.0,54.75,15.0,1,1,4,2,0,8,0,0,0,5,3,0,50,58,39,0.974,0.44,58.0,58.0,24.0,11.0,19.0,21.0,0.7,0.48,205.0,157.0,1.0,1.0
2023-03-18,2,SURG,65.33333333333333,49.5,10.125,1,1,6,0,0,8,0,0,0,4,4,0,40,46,25,0.946,0.425,46.0,46.0,6.0,7.0,18.0,8.0,0.45,0.425,174.0,229.0,1.0,1.0
2023-03-18,3,ED,55.3125,63.916666666666664,0.0,2,2,8,0,0,12,0,0,0,10,2,0,30,34,47,0.92,1.0,34.0,34.0,20.0,20.0,32.0,32.0,1.6,1.6,226.0,228.0,1.0,1.0
2023-03-18,3,ICU,44.666666666666664,51.166666666666664,26.0,2,1,3,0,0,6,0,0,0,1,5,0,20,23,7,0.997,0.2,23.0,23.0,1.0,3.0,8.0,7.0,0.325,0.35,89.0,142.0,1.0,1.0
2023-03-18,3,MED,53.333333333333336,62.375,14.625,1,0,6,1,0,7,1,0,0,5,3,0,50,58,29,0.943,0.44,58.0,58.0,26.0,28.0,20.0,27.0,0.76,0.94,199.0,150.0,1.0,1.0
2023-03-18,3,SURG,29.0,55.625,12.0,1,1,5,1,0,8,0,0,0,4,4,0,40,40,15,0.929,0.525,46.0,46.0,7.0,12.0,17.0,13.0,0.45,0.475,154.0,204.0,1.0,1.0
2023-03-18,4,ICU,41.0,46.714285714285715,21.857142857142858,0,0,6,1,1,6,0,0,0,4,3,0,20,23,7,0.951,0.25,23.0,23.0,2.0,3.0,8.0,7.0,0.35,0.35,123.0,126.0,0.957,1.0
2023-03-18,4,MED,29.0,59.375,12.0,0,2,5,1,0,8,0,0,0,3,5,0,50,58,20,0.932,0.36,58.0,58.0,33.0,30.0,15.0,19.0,0.8,0.82,186.0,202.0,1.0,1.0
2023-03-18,4,SURG,29.0,50.125,15.0,2,0,6,0,0,7,1,0,0,1,7,0,40,40,13,0.951,0.625,46.0,38.0,13.0,1.0,17.0,19.0,0.625,0.45,206.0,89.0,1.0,0.95
2023-03-18,5,ED,65.38888888888889,61.75,0.0,3,2,7,0,0,12,0,0,0,6,6,0,30,34,46,0.918,1.1,34.0,34.0,38.0,33.0,30.0,33.0,2.133,2.1,246.0,210.0,1.0,1.0
2023-03-18,5,ICU,30.666666666666668,49.625,27.75,1,0,5,2,1,7,0,0,0,4,4,0,20,23,11,0.91,0.4,23.0,23.0,7.0,8.0,7.0,4.0,0.55,0.65,204.0,185.0,1.0,1.0
2023-03-18,5,MED,41.666666666666664,53.625,13.125,1,1,5,1,0,7,1,0,0,4,4,0,50,58,27,0.909,0.4,58.0,58.0,27.0,15.0,16.0,22.0,0.7,0.58,175.0,186.0,1.0,1.0
2023-03-18,5,SURG,31.333333333333332,40.0,6.0,1,0,6,1,0,8,0,0,0,4,4,0,40,46,22,0.969,0.6,46.0,43.0,8.0,3.0,17.0,20.0,0.475,0.425,169.0,120.0,1.0,0.935
2023-03-19,1,ICU,88.33333333333333,56.125,23.25,1,1,6,0,1,7,0,0,0,1,7,0,20,23,10,0.96,0.4,23.0,23.0,7.0,5.0,5.0,5.0,0.45,0.35,202.0,153.0,1.0,1.0
2023-03-19,1,MED,61.0,60.25,11.625,1,3,3,1,0,7,1,0,0,4,4,0,50,58,39,0.955,0.34,58.0,58.0,18.0,14.0,19.0,22.0,0.58,0.56,143.0,168.0,1.0,1.0
2023-03-19,1,SURG,29.0,56.5,12.75,0,3,5,0,0,8,0,0,0,5,3,0,40,40,18,0.964,0.525,41.0,46.0,1.0,10.0,16.0,10.0,0.325,0.375,115.0,170.0,0.935,1.0
2023-03-19,2,ED,106.375,51.083333333333336,0.0,1,1,8,2,0,12,0,0,0,6,6,0,30,34,67,0.933,1.0,34.0,34.0,26.0,24.0,32.0,31.0,1.8,1.7,217.0,207.0,1.0,1.0
2023-03-19,2,ICU,47.666666666666664,46.5,17.625,1,0,7,0,0,8,0,0,0,5,3,0,20,23,10,0.909,0.2,23.0,23.0,4.0,7.0,4.0,3.0,0.325,0.35,139.0,177.0,1.0,1.0
2023-03-19,2,MED,57.666666666666664,63.5,11.625,0,0,8,0,0,7,1,0,0,5,3,0,50,58,40,0.954,0.44,58.0,58.0,25.0,19.0,22.0,18.0,0.78,0.58,166.0,196.0,1.0,1.0
2023-03-19,2,SURG,59.333333333333336,60.0,11.625,3,1,3,1,0,8,0,0,0,5,3,0,40,46,24,0.909,0.45,46.0,42.0,14.0,2.0,17.0,21.0,0.625,0.425,162.0,154.0,1.0,0.935
2023-03-19,3,ED,92.41388888888889,50.583333333333336,0.0,0,1,10,1,0,11,0,1,0,11,1,0,30,34,59,0.909,0.933,34.0,34.0,21.0,29.0,30.0,32.0,1.567,1.9,237.0,193.0,1.0,1.0
2023-03-19,3,ICU,53.0,62.625,22.5,0,3,5,0,0,8,0,0,0,3,5,0,20,23,8,0.951,0.15,23.0,23.0,2.0,8.0,4.0,7.0,0.325,0.6,156.0,168.0,0.957,1.0
2023-03-19,3,MED,60.0,55.0,10.875,3,1,3,1,0,8,0,0,0,2,6,0,50,58,38,0.919,0.4,58.0,58.0,15.0,14.0,22.0,18.0,0.58,0.48,182.0,172.0,1.0,1.0
2023-03-19,3,SURG,29.0,60.375,15.375,0,1,6,1,0,8,0,0,0,4,4,0,40,40,14,0.953,0.575,40.0,46.0,1.0,7.0,21.0,13.0,0.375,0.35,89.0,185.0,1.0,1.0
2023-03-19,4,ICU,67.66666666666667,49.375,24.75,2,3,3,0,1,7,0,0,0,4,4,0,20,23,15,0.92,0.35,23.0,23.0,4.0,11.0,5.0,3.0,0.35,0.45,156.0,199.0,1.0,1.0
2023-03-19,4,MED,70.0,62.0,9.375,0,0,8,0,0,8,0,0,0,4,4,0,50,58,27,1.014,0.4,58.0,58.0,10.0,13.0,18.0,17.0,0.4,0.44,99.0,117.0,1.0,1.0
2023-03-19,4,SURG,68.33333333333333,66.375,12.0,2,0,6,0,0,7,1,0,0,3,5,0,40,46,17,0.979,0.225,34.0,46.0,1.0,19.0,25.0,17.0,0.325,0.95,89.0,177.0,0.935,1.0
2023-03-19,5,ED,49.375,58.333333333333336,0.0,4,1,7,0,0,10,0,2,0,6,6,0,30,34,59,0.926,1.067,34.0,34.0,16.0,33.0,33.0,31.0,1.533,2.0,194.0,219.0,1.0,1.0
